g_ac_id,g_ac,g_block,g_gp,g_district,g_pc,Sl..No..of.PCs,Notified.Area.Council..NAC.,Municipality..M.,Municipal.Corporation..MC.,Outgrowth..OG.,g_match_id
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.12,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1091
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.13,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1092
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.14,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1093
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.15,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1094
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.16,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1095
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.17,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1096
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.18,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1097
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.19,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1098
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.2,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1099
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.3,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1100
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.4,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1101
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.5,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1102
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.6,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1103
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.7,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1104
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.8,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1105
146,146 malkangiri (st),malkangiri (nac),malkangiri (m) - ward no.9,malkangiri,nabarangpur (st),12,malkangiri (nac),NA,NA,NA,1106
147,147 chitrakonda (st),balimela (nac),balimela ward no - 1,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1107
147,147 chitrakonda (st),balimela (nac),balimela ward no - 2,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1108
147,147 chitrakonda (st),balimela (nac),balimela ward no - 3,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1109
147,147 chitrakonda (st),balimela (nac),balimela ward no - 4,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1110
147,147 chitrakonda (st),balimela (nac),balimela ward no - 5,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1111
147,147 chitrakonda (st),balimela (nac),balimela ward no - 6,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1112
147,147 chitrakonda (st),balimela (nac),balimela ward no - 7,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1113
147,147 chitrakonda (st),balimela (nac),balimela ward no - 8,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1114
147,147 chitrakonda (st),balimela (nac),balimela ward no - 9,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1115
147,147 chitrakonda (st),balimela (nac),balimela ward no - 10,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1116
147,147 chitrakonda (st),balimela (nac),balimela ward no - 11,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1117
147,147 chitrakonda (st),balimela (nac),balimela ward no - 12,malkangiri,nabarangpur (st),12,balimela (nac),NA,NA,NA,1118
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 1,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1119
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 10,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1120
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 11,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1121
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 12,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1122
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 13,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1123
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 2,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1124
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 3,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1125
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 4,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1126
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 5,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1127
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 6,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1128
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 7,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1129
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 8,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1130
82,82 baliguda (st),baliguda (nac),baliguda (nac) - ward no. 9,kandhamal(phulbani),kandhamal,13,baliguda (nac),NA,NA,NA,1131
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.1,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1132
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.10,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1133
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.11,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1134
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.12,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1135
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.13,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1136
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.2,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1137
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.3,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1138
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.4,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1139
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.5,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1140
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.6,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1141
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.7,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1142
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.8,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1143
83,83 g. udayagiri (st),g.udayagiri (nac),g. udayagiri (nac) - ward no.9,kandhamal(phulbani),kandhamal,13,g.udayagiri (nac),NA,NA,NA,1144
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.1,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1145
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.10,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1146
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.11,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1147
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.12,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1148
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.13,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1149
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.2,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1150
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.3,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1151
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.4,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1152
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.5,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1153
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.6,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1154
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.7,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1155
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.8,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1156
84,84 phulbani (st),phulbani (nac),phulabani (m) - ward no.9,kandhamal(phulbani),kandhamal,13,phulbani (nac),NA,NA,NA,1157
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.1,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1158
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.10,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1159
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.11,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1160
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.12,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1161
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.13,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1162
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.14,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1163
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.15,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1164
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.16,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1165
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.17,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1166
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.2,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1167
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.3,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1168
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.4,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1169
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.5,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1170
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.6,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1171
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.7,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1172
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.8,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1173
86,86 boudh,boudhgarh (nac),boudhgarh (nac) - ward no.9,boudh,kandhamal,13,boudhgarh (nac),NA,NA,NA,1174
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.1,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1175
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.10,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1176
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.11,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1177
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.12,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1178
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.13,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1179
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.14,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1180
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.15,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1181
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.16,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1182
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.2,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1183
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.3,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1184
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.4,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1185
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.5,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1186
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.6,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1187
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.7,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1188
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.8,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1189
121,121 daspalla (sc),dasapalla (nac),dasapalla (nac) - ward no.9,nayagarh,kandhamal,13,dasapalla (nac),NA,NA,NA,1190
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.1,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1191
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.10,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1192
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.11,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1193
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.12,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1194
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.13,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1195
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.14,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1196
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.15,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1197
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.2,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1198
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.3,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1199
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.4,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1200
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.5,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1201
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.6,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1202
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.7,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1203
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.8,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1204
123,123 bhanjanagar,bhanjanagar (nac),bhanjanagar (nac) - ward no.9,ganjam,kandhamal,13,bhanjanagar (nac),NA,NA,NA,1205
88,88 banki,banki (nac),banki (nac) - ward no.1,cuttack,cuttack,14,banki (nac),NA,NA,NA,1206
88,88 banki,banki (nac),banki (nac) - ward no.10,cuttack,cuttack,14,banki (nac),NA,NA,NA,1207
88,88 banki,banki (nac),banki (nac) - ward no.11,cuttack,cuttack,14,banki (nac),NA,NA,NA,1208
88,88 banki,banki (nac),banki (nac) - ward no.12,cuttack,cuttack,14,banki (nac),NA,NA,NA,1209
88,88 banki,banki (nac),banki (nac) - ward no.13,cuttack,cuttack,14,banki (nac),NA,NA,NA,1210
88,88 banki,banki (nac),banki (nac) - ward no.14,cuttack,cuttack,14,banki (nac),NA,NA,NA,1211
88,88 banki,banki (nac),banki (nac) - ward no.15,cuttack,cuttack,14,banki (nac),NA,NA,NA,1212
88,88 banki,banki (nac),banki (nac) - ward no.16,cuttack,cuttack,14,banki (nac),NA,NA,NA,1213
88,88 banki,banki (nac),banki (nac) - ward no.17,cuttack,cuttack,14,banki (nac),NA,NA,NA,1214
88,88 banki,banki (nac),banki (nac) - ward no.2,cuttack,cuttack,14,banki (nac),NA,NA,NA,1215
88,88 banki,banki (nac),banki (nac) - ward no.3,cuttack,cuttack,14,banki (nac),NA,NA,NA,1216
88,88 banki,banki (nac),banki (nac) - ward no.4,cuttack,cuttack,14,banki (nac),NA,NA,NA,1217
88,88 banki,banki (nac),banki (nac) - ward no.5,cuttack,cuttack,14,banki (nac),NA,NA,NA,1218
88,88 banki,banki (nac),banki (nac) - ward no.6,cuttack,cuttack,14,banki (nac),NA,NA,NA,1219
88,88 banki,banki (nac),banki (nac) - ward no.7,cuttack,cuttack,14,banki (nac),NA,NA,NA,1220
88,88 banki,banki (nac),banki (nac) - ward no.8,cuttack,cuttack,14,banki (nac),NA,NA,NA,1221
88,88 banki,banki (nac),banki (nac) - ward no.9,cuttack,cuttack,14,banki (nac),NA,NA,NA,1222
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.1,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1223
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.10,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1224
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.11,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1225
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.12,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1226
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.13,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1227
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.14,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1228
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no. 15,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1229
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no. 16,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1230
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no. 17,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1231
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no. 18,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1232
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.2,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1233
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.3,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1234
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.4,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1235
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.5,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1236
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.6,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1237
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.7,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1238
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.8,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1239
89,89 athagarh,athagarh (nac),athagarh (nac) - ward no.9,cuttack,cuttack,14,athagarh (nac),NA,NA,NA,1240
90,90 barabati?cuttack,cuttack mc,cuttack (m corp.) - ward no.1,cuttack,cuttack,14,NA,NA,cuttack mc,NA,1241
90,90 barabati?cuttack,cuttack mc,cuttack (m corp.) - ward no.2,cuttack,cuttack,14,NA,NA,cuttack mc,NA,1242
90,90 barabati?cuttack,cuttack mc,cuttack (m corp.) - ward no.3,cuttack,cuttack,14,NA,NA,cuttack mc,NA,1243
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.4,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1244
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.5,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1245
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.6,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1246
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.7,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1247
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.8,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1248
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.9,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1249
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.10,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1250
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.11,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1251
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.12,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1252
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.13,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1253
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.14,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1254
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.15,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1255
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.16,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1256
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.17,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1257
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.18,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1258
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.19,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1259
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.20,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1260
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.21,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1261
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.22,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1262
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.23,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1263
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.24,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1264
90,90 barabati?cuttack,cuttack (mc),cuttack (m corp.) - ward no.26,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1265
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.25,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1266
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.27,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1267
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.28,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1268
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.29,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1269
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.30,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1270
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.31,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1271
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.32,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1272
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.33,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1273
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.34,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1274
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.35,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1275
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.36,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1276
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.37,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1277
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.38,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1278
91,91 choudwar?cuttack,cuttack (mc),cuttack (m corp.) - ward no.39,cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1279
91,91 choudwar?cuttack,cuttack (mc),"cuttack (m corp.) - ward no, 40",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1280
91,91 choudwar?cuttack,cuttack (mc),"cuttack (m corp.) - ward no, 41",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1281
91,91 choudwar?cuttack,cuttack (mc),"cuttack (m corp.) - ward no, 42",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1282
91,91 choudwar?cuttack,cuttack (mc),"cuttack (m corp.) - ward no, 44",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1283
91,91 choudwar?cuttack,cuttack (mc),"cuttack (m corp.) - ward no, 45",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1284
91,91 choudwar?cuttack,choudwar (o.g),"industrial area (og) e.block no. 74,76 and 83-95 - ward no.18",cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1285
91,91 choudwar?cuttack,choudwar (o.g),"industrial area (og) e.block no. 74,76 and 83-95 - ward no.20",cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1286
